Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
[2024/03/06 13:15:42] Wi-Fi,link,9.79,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,5,-111,-61,-63,-69,50,48,42,49,,,,,,
[2024/03/06 13:15:43] 5G,register,33.622,103,100,-64,-10,-53,14,1,16,0/23,-58.1,-10.5,-68.5,-56.2,-10.4,-66.6,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:43] Wi-Fi,link,6.048,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,455.8,0,6,-111,-61,-63,-64,50,48,47,49,,,,,,
[2024/03/06 13:15:44] 5G,register,31.689,103,100,-70,-11,-59,14,1,16,0/23,-57,-10.7,-67.7,-61.4,-10.5,-71.8,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:44] Wi-Fi,link,4.906,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-60,-61,-66,51,50,45,50,,,,,,
[2024/03/06 13:15:46] 5G,register,33.668,103,100,-64,-10,-54,13,1,16,0/9,-54.4,-10.4,-64.8,-57.8,-10.9,-68.6,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:46] Wi-Fi,link,8.798,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-60,-61,-65,51,50,46,50,,,,,,
[2024/03/06 13:15:47] 5G,register,35.676,103,100,-68,-10,-57,14,1,16,0/9,-63.3,-10.4,-73.6,-55.6,-10.5,-66.1,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:47] Wi-Fi,link,4.86,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,7,-111,-63,-65,-68,48,46,43,47,,,,,,
[2024/03/06 13:15:49] 5G,register,33.216,103,100,-65,-10,-55,14,1,16,0/9,-65.6,-11.8,-77.4,-54.2,-10.6,-64.8,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:49] Wi-Fi,link,4.728,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-62,-63,-67,49,48,44,48,,,,,,
[2024/03/06 13:15:50] 5G,register,33.816,103,100,-56,-10,-46,14,1,16,0/9,-50.6,-10.5,-61.1,-51.9,-10.5,-62.4,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:50] Wi-Fi,link,4.74,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-62,-63,-70,49,48,41,48,,,,,,
[2024/03/06 13:15:52] 5G,register,33.595,103,100,-59,-10,-49,10,1,16,0/9,-55.1,-10.4,-65.4,-56.6,-10.9,-67.5,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:52] Wi-Fi,link,5.364,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-62,-62,-68,49,49,43,48,,,,,,
[2024/03/06 13:15:53] 5G,register,31.657,103,100,-62,-10,-51,13,1,16,0/17,-57,-10.7,-67.6,-47,-10.4,-57.3,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:53] Wi-Fi,link,4.832,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-61,-61,-71,50,50,40,49,,,,,,
[2024/03/06 13:15:54] 5G,register,13.778,103,100,-61,-10,-50,12,1,16,0/17,-55.7,-10.5,-66.2,-56.5,-11,-67.5,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:55] Wi-Fi,link,3.519,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-64,-65,-68,47,46,43,46,,,,,,
[2024/03/06 13:15:56] 5G,register,31.754,103,100,-64,-10,-53,13,1,16,0/17,-62.3,-10.6,-72.8,-61.2,-10.4,-71.6,-64.5,-11,-75.5,-64.8,-10.9,-75.6,359918920049210,999991829903013
[2024/03/06 13:15:56] Wi-Fi,link,14.985,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,7,-111,-63,-64,-73,48,47,38,47,,,,,,
[2024/03/06 13:15:57] 5G,register,40.663,103,100,-63,-10,-53,13,1,16,0/17,-58.2,-10.4,-68.6,-51.4,-10.4,-61.8,-59.1,-10.8,-69.9,-56.1,-10.8,-66.9,359918920049210,999991829903013
[2024/03/06 13:15:57] Wi-Fi,link,11.519,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-64,-66,-70,47,45,41,46,,,,,,
[2024/03/06 13:15:59] 5G,register,8.599,103,100,-61,-10,-51,12,1,16,0/27,-56.2,-10.5,-66.6,-59.9,-10.8,-70.6,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:15:59] Wi-Fi,link,6.145,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,149.7,6,6,-111,-65,-65,-71,46,46,40,45,,,,,,
[2024/03/06 13:16:00] 5G,register,17.554,103,100,-65,-10,-54,13,1,16,0/10,-51.8,-10.4,-62.1,-55.8,-10.7,-66.5,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:00] Wi-Fi,link,7.562,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,6,0,6,-110,-59,-63,-64,51,47,46,51,,,,,,
[2024/03/06 13:16:02] 5G,register,29.58,103,100,-64,-10,-54,12,1,16,0/10,-53,-10.3,-63.3,-56.3,-10.5,-66.7,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:02] Wi-Fi,link,7.226,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,4,-110,-62,-63,-69,48,47,41,48,,,,,,
[2024/03/06 13:16:03] 5G,register,35.465,103,100,-64,-10,-54,14,1,16,0/19,-55.9,-10.4,-66.3,-54.5,-10.4,-64.9,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:03] Wi-Fi,link,6.437,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,4,-110,-60,-61,-67,50,49,43,50,,,,,,
[2024/03/06 13:16:05] 5G,register,35.511,103,100,-63,-10,-53,13,1,16,0/18,-53.6,-10.3,-63.8,-64.8,-11.3,-76,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:05] Wi-Fi,link,6.782,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,4,-110,-64,-65,-71,46,45,39,46,,,,,,
[2024/03/06 13:16:06] 5G,register,31.019,103,100,-64,-10,-54,13,1,16,0/18,-62.2,-10.5,-72.7,-55.9,-10.6,-66.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:06] Wi-Fi,link,5.551,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,413,8,5,-110,-66,-69,-71,44,41,39,44,,,,,,
[2024/03/06 13:16:08] 5G,register,33.419,103,100,-61,-10,-51,13,1,16,0/18,-59.8,-10.4,-70.1,-59.5,-10.6,-70,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:08] Wi-Fi,link,68.056,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,413,8,5,-110,-67,-69,-72,43,41,38,43,,,,,,
[2024/03/06 13:16:09] 5G,register,45.523,103,100,-61,-10,-51,11,1,16,0/18,-56,-10.4,-66.3,-55.8,-10.5,-66.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:09] Wi-Fi,link,8.751,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-67,-69,-73,43,41,37,43,,,,,,
[2024/03/06 13:16:11] 5G,register,26.488,103,100,-61,-10,-51,13,1,16,0/18,-57.3,-10.5,-67.8,-58.4,-10.6,-69,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:11] Wi-Fi,link,78.352,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-66,-66,-71,44,44,39,44,,,,,,
[2024/03/06 13:16:12] 5G,register,25.701,103,100,-64,-10,-54,12,1,16,0/18,-61.3,-10.6,-71.8,-54.9,-10.3,-65.2,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:12] Wi-Fi,link,13.15,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-66,-67,-71,44,43,39,44,,,,,,
[2024/03/06 13:16:13] 5G,register,36.496,103,100,-62,-10,-52,12,1,16,0/18,-53.8,-10.4,-64.1,-68.1,-12,-80.1,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:13] Wi-Fi,link,13.754,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-66,-67,-71,44,43,39,44,,,,,,
[2024/03/06 13:16:15] 5G,register,30.583,103,100,-61,-10,-51,12,1,16,0/18,-54.8,-10.5,-65.2,-48.5,-10.4,-58.8,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:15] Wi-Fi,link,3.248,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-64,-66,-68,46,44,42,46,,,,,,
[2024/03/06 13:16:16] 5G,register,35.222,103,100,-62,-10,-52,12,1,16,0/18,-61,-11,-71.9,-46.6,-10.4,-56.9,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:16] Wi-Fi,link,4.198,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-64,-65,-72,46,45,38,46,,,,,,
[2024/03/06 13:16:18] 5G,register,33.511,103,100,-64,-10,-54,13,1,16,0/8,-56.3,-10.4,-66.6,-52.6,-10.6,-63.1,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:18] Wi-Fi,link,4.242,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-63,-64,-70,47,46,40,47,,,,,,
[2024/03/06 13:16:19] 5G,register,25.969,103,100,-60,-10,-49,12,1,16,0/3,-50.9,-10.3,-61.2,-49,-10.4,-59.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:19] Wi-Fi,link,4.549,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-64,-65,-69,46,45,41,46,,,,,,
[2024/03/06 13:16:21] 5G,register,35.061,103,100,-64,-10,-54,12,1,16,0/3,-57,-10.4,-67.3,-57.7,-10.6,-68.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:21] Wi-Fi,link,5.103,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-66,-68,-72,44,42,38,44,,,,,,
[2024/03/06 13:16:22] 5G,register,33.456,103,100,-64,-10,-54,12,1,16,0/3,-57.8,-10.6,-68.3,-58.2,-10.7,-68.9,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:22] Wi-Fi,link,7.871,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-67,-68,-72,43,42,38,43,,,,,,
[2024/03/06 13:16:24] 5G,register,33.782,103,100,-64,-10,-54,12,1,16,0/3,-58.2,-10.5,-68.6,-57.7,-10.5,-68.2,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:24] Wi-Fi,link,4.348,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,5,-110,-66,-67,-72,44,43,38,44,,,,,,
[2024/03/06 13:16:25] 5G,register,31.557,103,100,-64,-10,-54,12,1,16,0/3,-58.7,-10.6,-69.2,-57.6,-10.6,-68.1,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:25] Wi-Fi,link,3.858,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-66,-67,-72,44,43,38,44,,,,,,
[2024/03/06 13:16:27] 5G,register,35.699,103,100,-64,-10,-54,12,1,16,0/3,-58.3,-10.4,-68.7,-58,-10.6,-68.6,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:27] Wi-Fi,link,5.8,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-67,-68,-73,43,42,37,43,,,,,,
[2024/03/06 13:16:28] 5G,register,30.488,103,100,-64,-10,-54,12,1,16,0/3,-57.7,-10.5,-68.1,-57.3,-10.6,-67.8,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:28] Wi-Fi,link,4.573,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-67,-69,-73,43,41,37,43,,,,,,
[2024/03/06 13:16:29] 5G,register,38.567,103,100,-64,-10,-54,13,1,16,0/3,-56.6,-10.4,-67,-57.8,-10.5,-68.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:30] Wi-Fi,link,6.805,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-67,-68,-72,43,42,38,43,,,,,,
[2024/03/06 13:16:31] 5G,register,30.615,103,100,-64,-10,-54,12,1,16,0/3,-56.7,-10.5,-67.2,-58.9,-10.6,-69.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:31] Wi-Fi,link,4.809,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-66,-68,-72,44,42,38,44,,,,,,
[2024/03/06 13:16:32] 5G,register,31.651,103,100,-64,-10,-54,13,1,16,0/3,-58.4,-10.6,-68.9,-58,-10.5,-68.5,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:32] Wi-Fi,link,10.723,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-67,-68,-73,43,42,37,43,,,,,,
[2024/03/06 13:16:34] 5G,register,28.073,103,100,-64,-10,-54,13,1,16,0/3,-54.3,-10.5,-64.8,-54.1,-10.6,-64.6,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:34] Wi-Fi,link,5.617,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-63,-63,-71,47,47,39,47,,,,,,
[2024/03/06 13:16:35] 5G,register,32.84,103,100,-64,-10,-54,13,1,16,0/3,-63.2,-10.8,-74,-55.5,-10.5,-66,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:35] Wi-Fi,link,7.354,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-62,-63,-69,48,47,41,48,,,,,,
[2024/03/06 13:16:37] 5G,register,33.61,103,100,-62,-10,-51,12,1,16,0/3,-55.2,-10.3,-65.5,-50.5,-10.4,-60.8,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:37] Wi-Fi,link,3.389,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-64,-66,-71,46,44,39,46,,,,,,
[2024/03/06 13:16:38] 5G,register,33.596,103,100,-64,-10,-54,12,1,16,0/3,-54.5,-10.5,-65,-52,-10.4,-62.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:38] Wi-Fi,link,4.245,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,7,-110,-63,-65,-69,47,45,41,47,,,,,,
[2024/03/06 13:16:40] 5G,register,31.224,103,100,-63,-10,-53,13,1,16,0/3,-55.4,-10.4,-65.8,-54,-10.4,-64.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:40] Wi-Fi,link,3.283,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-63,-64,-71,47,46,39,47,,,,,,
[2024/03/06 13:16:41] 5G,register,34.123,103,100,-64,-10,-53,12,1,16,0/3,-54,-10.4,-64.3,-54.7,-10.7,-65.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:41] Wi-Fi,link,5.704,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-62,-63,-69,48,47,41,48,,,,,,
[2024/03/06 13:16:42] 5G,register,40.165,103,100,-59,-10,-49,14,1,16,0/3,-52.2,-10.6,-62.8,-52.2,-10.6,-62.7,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:43] Wi-Fi,link,11.215,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-60,-60,-68,50,50,42,50,,,,,,
[2024/03/06 13:16:44] 5G,register,31.102,103,100,-64,-10,-54,13,1,16,0/14,-55.3,-10.4,-65.6,-52.6,-10.5,-63.1,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:44] Wi-Fi,link,4.815,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-60,-61,-66,50,49,44,50,,,,,,
[2024/03/06 13:16:45] 5G,register,33.418,103,100,-64,-10,-54,12,1,16,0/14,-55.1,-10.5,-65.5,-50.4,-10.3,-60.7,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:45] Wi-Fi,link,6.185,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-62,-64,-68,48,46,42,48,,,,,,
[2024/03/06 13:16:47] 5G,register,31.011,103,100,-63,-10,-53,13,1,16,0/14,-63.9,-10.6,-74.4,-59.3,-11.4,-70.6,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:47] Wi-Fi,link,5.552,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-63,-65,-69,47,45,41,47,,,,,,
[2024/03/06 13:16:48] 5G,register,33.555,103,100,-55,-10,-45,13,1,16,0/14,-56.8,-10.4,-67.2,-50.9,-10.3,-61.1,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:48] Wi-Fi,link,4.737,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,149.7,6,7,-110,-59,-60,-66,51,50,44,51,,,,,,
[2024/03/06 13:16:50] 5G,register,30.637,103,100,-59,-10,-49,14,1,16,0/14,-60.2,-11.1,-71.3,-49,-10.6,-59.5,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:50] Wi-Fi,link,4.693,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,7,-110,-58,-59,-65,52,51,45,52,,,,,,
[2024/03/06 13:16:51] 5G,register,33.518,103,100,-60,-10,-50,13,1,16,0/25,-60.8,-11.2,-71.9,-57.8,-11.3,-69,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:51] Wi-Fi,link,10.975,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,7,-110,-58,-59,-61,52,51,49,52,,,,,,
[2024/03/06 13:16:53] 5G,register,33.563,103,100,-60,-10,-50,13,1,16,0/25,-55.8,-10.5,-66.3,-55.6,-10.9,-66.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:53] Wi-Fi,link,4.864,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,7,-110,-56,-57,-63,54,53,47,54,,,,,,
[2024/03/06 13:16:54] 5G,register,32.997,103,100,-64,-10,-54,12,1,16,0/25,-56.7,-10.7,-67.3,-52.6,-10.3,-62.9,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:54] Wi-Fi,link,3.291,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,413,8,6,-110,-58,-59,-64,52,51,46,52,,,,,,
[2024/03/06 13:16:56] 5G,register,31.618,103,100,-64,-10,-54,13,1,16,0/25,-51.2,-10.3,-61.5,-56.8,-10.8,-67.5,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:56] Wi-Fi,link,11.976,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-61,-63,-68,49,47,42,49,,,,,,
[2024/03/06 13:16:57] 5G,register,33.505,103,100,-61,-10,-50,12,1,16,0/25,-59.1,-11.2,-70.3,-61,-11.6,-72.5,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:57] Wi-Fi,link,3.624,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-63,-65,-71,47,45,39,47,,,,,,
[2024/03/06 13:16:58] 5G,register,33.522,103,100,-59,-10,-49,12,1,16,0/13,-52.4,-10.4,-62.7,-53.8,-10.5,-64.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:16:58] Wi-Fi,link,4.569,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-63,-65,-68,47,45,42,47,,,,,,
[2024/03/06 13:17:00] 5G,register,35.333,103,100,-63,-10,-53,12,1,16,0/3,-58.5,-10.9,-69.3,-59.9,-10.8,-70.7,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:00] Wi-Fi,link,3.81,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,344.1,7,6,-110,-63,-65,-70,47,45,40,47,,,,,,
[2024/03/06 13:17:01] 5G,register,30.489,103,100,-62,-10,-52,12,1,16,0/3,-54.6,-10.7,-65.3,-58.7,-10.6,-69.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:01] Wi-Fi,link,7.281,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,6,0,5,-111,-53,-54,-59,58,57,52,57,,,,,,
[2024/03/06 13:17:03] 5G,register,34.506,103,100,-64,-10,-54,12,1,16,0/3,-59.6,-10.9,-70.5,-57.6,-10.5,-68,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:03] Wi-Fi,link,36.203,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,299.4,6,5,-111,-52,-53,-61,59,58,50,58,,,,,,
[2024/03/06 13:17:04] 5G,register,52.827,103,100,-64,-10,-54,12,1,16,0/3,-62.9,-10.8,-73.7,-58.9,-10.6,-69.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:04] Wi-Fi,link,5.918,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,5,-111,-55,-57,-59,56,54,52,55,,,,,,
[2024/03/06 13:17:06] 5G,register,33.183,103,100,-64,-10,-54,12,1,16,0/12,-65.7,-11.5,-77.1,-52.6,-10.3,-62.9,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:06] Wi-Fi,link,3.199,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,5,-111,-55,-55,-60,56,56,51,55,,,,,,
[2024/03/06 13:17:07] 5G,register,33.148,103,100,-64,-10,-54,12,1,16,0/8,-59.8,-11,-70.7,-58.9,-11.3,-70.2,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:07] Wi-Fi,link,3.591,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,6,-111,-57,-58,-63,54,53,48,53,,,,,,
[2024/03/06 13:17:09] 5G,register,33.059,103,100,-64,-10,-54,12,1,16,0/8,-59.5,-11.3,-70.8,-60.8,-11.7,-72.4,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:09] Wi-Fi,link,3.456,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,413,8,5,-111,-59,-59,-66,52,52,45,51,,,,,,
[2024/03/06 13:17:10] 5G,register,32.827,103,100,-64,-10,-54,12,1,16,0/8,-62.1,-12,-74.1,-54.5,-10.8,-65.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:10] Wi-Fi,link,10.245,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,5,-111,-60,-61,-67,51,50,44,50,,,,,,
[2024/03/06 13:17:12] 5G,register,30.072,103,100,-64,-10,-54,12,1,16,0/8,-58.5,-10.8,-69.3,-58.8,-15.3,-74,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:12] Wi-Fi,link,3.727,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,5,-111,-61,-61,-69,50,50,42,49,,,,,,
[2024/03/06 13:17:13] 5G,register,35.306,103,100,-64,-10,-54,12,1,16,0/8,-66.9,-12.6,-79.5,-57.9,-11.4,-69.3,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
[2024/03/06 13:17:13] Wi-Fi,link,5.302,UIWANG_OLT_AGV,80:03:84:b7:0e:f0,153,5765,40,40,344.1,7,6,-111,-61,-63,-67,50,48,44,49,,,,,,
[2024/03/06 13:17:14] 5G,register,32.973,103,100,-64,-10,-54,12,1,16,0/3,-61.9,-10.8,-72.6,-59.5,-12.3,-71.7,-56,-10.8,-66.8,-54.1,-10.8,-64.9,359918920049210,999991829903013
